TXNAME	GENEID
ENSDART00000145254.3	ENSDARG00000004574.10
ENSDART00000153416.3	ENSDARG00000004574.10
ENSDART00000101262.6	ENSDARG00000004574.10
ENSDART00000103406.5	ENSDARG00000070454.7
ENSDART00000143628.2	ENSDARG00000070454.7
ENSDART00000076128.6	ENSDARG00000054007.6
ENSDART00000140866.3	ENSDARG00000074702.5
ENSDART00000111852.4	ENSDARG00000074702.5
ENSDART00000161039.2	ENSDARG00000104083.2
ENSDART00000171145.2	ENSDARG00000088329.3
ENSDART00000103741.5	ENSDARG00000070570.5
ENSDART00000147435.3	ENSDARG00000041728.8
ENSDART00000144248.2	ENSDARG00000041728.8
ENSDART00000178434.2	ENSDARG00000041728.8
ENSDART00000183911.1	ENSDARG00000041728.8
ENSDART00000169320.2	ENSDARG00000104370.2
ENSDART00000164913.2	ENSDARG00000104576.2
ENSDART00000103350.5	ENSDARG00000027279.9
ENSDART00000017329.8	ENSDARG00000027279.9
ENSDART00000154544.2	ENSDARG00000027279.9
ENSDART00000173316.2	ENSDARG00000105392.2
ENSDART00000140065.4	ENSDARG00000094107.4
ENSDART00000147951.3	ENSDARG00000089790.4
ENSDART00000181633.1	ENSDARG00000089790.4
ENSDART00000158551.2	ENSDARG00000099265.2
ENSDART00000136389.2	ENSDARG00000069461.4
ENSDART00000101124.4	ENSDARG00000069461.4
ENSDART00000168784.2	ENSDARG00000098780.2
ENSDART00000161277.2	ENSDARG00000098780.2
ENSDART00000140704.2	ENSDARG00000076595.7
ENSDART00000111365.5	ENSDARG00000076595.7
ENSDART00000153907.4	ENSDARG00000076595.7
ENSDART00000086711.6	ENSDARG00000061070.9
ENSDART00000187398.1	ENSDARG00000061070.9
ENSDART00000162390.2	ENSDARG00000003200.8
ENSDART00000166232.2	ENSDARG00000003200.8
ENSDART00000008898.8	ENSDARG00000003200.8
ENSDART00000165354.2	ENSDARG00000003200.8
ENSDART00000009385.9	ENSDARG00000019636.11
ENSDART00000137782.2	ENSDARG00000019636.11
ENSDART00000172778.2	ENSDARG00000019636.11
ENSDART00000173394.2	ENSDARG00000019636.11
ENSDART00000150131.2	ENSDARG00000012057.10
ENSDART00000024313.9	ENSDARG00000009524.9
ENSDART00000023588.8	ENSDARG00000010454.8
ENSDART00000168973.2	ENSDARG00000104130.2
ENSDART00000192368.1	ENSDARG00000104130.2
ENSDART00000181283.1	ENSDARG00000104130.2
ENSDART00000139130.2	ENSDARG00000095688.2
ENSDART00000059926.4	ENSDARG00000095688.2
ENSDART00000139927.2	ENSDARG00000056186.7
ENSDART00000078634.7	ENSDARG00000056186.7
ENSDART00000134077.3	ENSDARG00000056186.7
ENSDART00000140804.3	ENSDARG00000056186.7
ENSDART00000125178.3	ENSDARG00000056186.7
ENSDART00000148564.3	ENSDARG00000077905.6
ENSDART00000149002.2	ENSDARG00000077905.6
ENSDART00000143582.3	ENSDARG00000077905.6
ENSDART00000187258.1	ENSDARG00000077905.6
ENSDART00000186694.1	ENSDARG00000077905.6
ENSDART00000003314.9	ENSDARG00000002403.10
ENSDART00000137784.2	ENSDARG00000058280.8
ENSDART00000129168.3	ENSDARG00000058280.8
ENSDART00000164663.2	ENSDARG00000099079.2
ENSDART00000165104.2	ENSDARG00000099079.2
ENSDART00000133976.3	ENSDARG00000011921.9
ENSDART00000006419.7	ENSDARG00000011921.9
ENSDART00000111081.4	ENSDARG00000076246.4
ENSDART00000135402.2	ENSDARG00000076246.4
ENSDART00000099692.4	ENSDARG00000068833.4
ENSDART00000186211.1	ENSDARG00000068833.4
ENSDART00000140736.3	ENSDARG00000013681.11
ENSDART00000063400.7	ENSDARG00000043185.8
ENSDART00000193677.1	ENSDARG00000043185.8
ENSDART00000004240.8	ENSDARG00000070713.4
ENSDART00000080454.6	ENSDARG00000057728.6
ENSDART00000011287.7	ENSDARG00000010565.8
ENSDART00000186507.1	ENSDARG00000010565.8
ENSDART00000149981.2	ENSDARG00000008811.10
ENSDART00000005033.10	ENSDARG00000008811.10
ENSDART00000067629.5	ENSDARG00000045999.5
ENSDART00000158004.2	ENSDARG00000045999.5
ENSDART00000112926.4	ENSDARG00000075694.4
ENSDART00000136911.2	ENSDARG00000010347.9
ENSDART00000184904.1	ENSDARG00000010347.9
ENSDART00000141066.2	ENSDARG00000079329.4
ENSDART00000140544.2	ENSDARG00000079329.4
ENSDART00000113609.4	ENSDARG00000079329.4
ENSDART00000125024.3	ENSDARG00000088933.3
ENSDART00000133641.2	ENSDARG00000056211.6
ENSDART00000144298.2	ENSDARG00000056211.6
ENSDART00000004604.9	ENSDARG00000004386.9
ENSDART00000132534.5	ENSDARG00000074442.7
ENSDART00000111260.4	ENSDARG00000074442.7
ENSDART00000192806.1	ENSDARG00000074442.7
ENSDART00000130127.4	ENSDARG00000008947.10
ENSDART00000062383.4	ENSDARG00000042539.4
ENSDART00000044860.6	ENSDARG00000028957.6
ENSDART00000133434.3	ENSDARG00000039392.11
ENSDART00000134887.4	ENSDARG00000039392.11
ENSDART00000132228.3	ENSDARG00000039392.11
ENSDART00000146622.2	ENSDARG00000039392.11
ENSDART00000177482.2	ENSDARG00000039392.11
ENSDART00000012928.10	ENSDARG00000039392.11
ENSDART00000062982.4	ENSDARG00000042904.7
ENSDART00000131838.2	ENSDARG00000035579.6
ENSDART00000019206.6	ENSDARG00000003205.7
ENSDART00000163308.2	ENSDARG00000098906.2
ENSDART00000163995.2	ENSDARG00000098906.2
ENSDART00000181454.1	ENSDARG00000098906.2
ENSDART00000171579.2	ENSDARG00000098906.2
ENSDART00000141032.2	ENSDARG00000019658.12
ENSDART00000172949.2	ENSDARG00000019658.12
ENSDART00000049323.8	ENSDARG00000019658.12
ENSDART00000100075.6	ENSDARG00000045147.7
ENSDART00000066389.5	ENSDARG00000045147.7
ENSDART00000141203.3	ENSDARG00000007136.10
ENSDART00000151047.2	ENSDARG00000007136.10
ENSDART00000176885.2	ENSDARG00000007136.10
ENSDART00000141162.3	ENSDARG00000076050.5
ENSDART00000115111.4	ENSDARG00000076050.5
ENSDART00000032982.8	ENSDARG00000003697.11
ENSDART00000135185.2	ENSDARG00000003697.11
ENSDART00000153411.3	ENSDARG00000042902.7
ENSDART00000062978.6	ENSDARG00000042902.7
ENSDART00000138140.3	ENSDARG00000002771.10
ENSDART00000042002.7	ENSDARG00000002771.10
ENSDART00000143735.3	ENSDARG00000093233.3
ENSDART00000052446.5	ENSDARG00000053773.4
ENSDART00000137197.2	ENSDARG00000093423.2
ENSDART00000151214.2	ENSDARG00000004280.11
ENSDART00000151637.2	ENSDARG00000004280.11
ENSDART00000013865.10	ENSDARG00000004280.11
ENSDART00000151535.3	ENSDARG00000004280.11
ENSDART00000100726.5	ENSDARG00000069294.5
ENSDART00000028161.8	ENSDARG00000023815.8
ENSDART00000134056.2	ENSDARG00000023815.8
ENSDART00000129395.3	ENSDARG00000023815.8
ENSDART00000050230.6	ENSDARG00000034753.10
ENSDART00000014415.9	ENSDARG00000094277.3
ENSDART00000099600.5	ENSDARG00000094277.3
ENSDART00000111294.4	ENSDARG00000079222.4
ENSDART00000133917.3	ENSDARG00000052713.9
ENSDART00000190172.1	ENSDARG00000052713.9
ENSDART00000078660.7	ENSDARG00000056204.8
ENSDART00000134871.2	ENSDARG00000056204.8
ENSDART00000160013.2	ENSDARG00000056204.8
ENSDART00000188791.1	ENSDARG00000056204.8
ENSDART00000142155.3	ENSDARG00000073732.6
ENSDART00000173163.2	ENSDARG00000073732.6
ENSDART00000138267.2	ENSDARG00000073732.6
ENSDART00000047409.8	ENSDARG00000073732.6
ENSDART00000011303.9	ENSDARG00000017014.9
ENSDART00000066072.6	ENSDARG00000044949.8
ENSDART00000151429.2	ENSDARG00000044949.8
ENSDART00000151789.2	ENSDARG00000044949.8
ENSDART00000146132.2	ENSDARG00000020292.9
ENSDART00000134879.2	ENSDARG00000020292.9
ENSDART00000134120.3	ENSDARG00000040291.9
ENSDART00000143761.3	ENSDARG00000040291.9
ENSDART00000147478.2	ENSDARG00000040291.9
ENSDART00000149834.2	ENSDARG00000087061.4
ENSDART00000150124.2	ENSDARG00000087061.4
ENSDART00000151667.3	ENSDARG00000089858.4
ENSDART00000151477.2	ENSDARG00000089858.4
ENSDART00000186936.1	ENSDARG00000089858.4
ENSDART00000142455.2	ENSDARG00000095515.3
ENSDART00000135817.2	ENSDARG00000095515.3
ENSDART00000172006.2	ENSDARG00000095515.3
ENSDART00000066391.5	ENSDARG00000045150.6
ENSDART00000183987.1	ENSDARG00000045150.6
ENSDART00000052355.6	ENSDARG00000036069.6
ENSDART00000149515.2	ENSDARG00000036069.6
ENSDART00000184687.1	ENSDARG00000036069.6
ENSDART00000003716.7	ENSDARG00000055644.5
ENSDART00000188655.1	ENSDARG00000055644.5
ENSDART00000164145.2	ENSDARG00000104030.2
ENSDART00000170048.2	ENSDARG00000104030.2
ENSDART00000170401.2	ENSDARG00000104030.2
ENSDART00000157832.2	ENSDARG00000104030.2
ENSDART00000156764.3	ENSDARG00000076110.5
ENSDART00000153651.3	ENSDARG00000076110.5
ENSDART00000165142.2	ENSDARG00000099446.3
ENSDART00000167176.2	ENSDARG00000099446.3
ENSDART00000188330.1	ENSDARG00000099446.3
ENSDART00000169217.3	ENSDARG00000099446.3
ENSDART00000152779.2	ENSDARG00000026387.6
ENSDART00000029774.6	ENSDARG00000026387.6
ENSDART00000149289.2	ENSDARG00000040249.9
ENSDART00000130757.3	ENSDARG00000040249.9
ENSDART00000175571.2	ENSDARG00000040249.9
ENSDART00000074761.3	ENSDARG00000052833.3
ENSDART00000141228.2	ENSDARG00000052833.3
ENSDART00000149244.3	ENSDARG00000056018.7
ENSDART00000149407.2	ENSDARG00000056018.7
ENSDART00000148558.2	ENSDARG00000056018.7
ENSDART00000188013.1	ENSDARG00000056018.7
ENSDART00000074401.6	ENSDARG00000056018.7
ENSDART00000143587.2	ENSDARG00000058475.6
ENSDART00000192174.1	ENSDARG00000058475.6
ENSDART00000168844.2	ENSDARG00000103527.2
ENSDART00000143871.2	ENSDARG00000024785.10
ENSDART00000137609.4	ENSDARG00000024785.10
ENSDART00000148371.2	ENSDARG00000024785.10
ENSDART00000138740.3	ENSDARG00000024785.10
ENSDART00000101306.6	ENSDARG00000024785.10
ENSDART00000184778.1	ENSDARG00000024785.10
ENSDART00000177496.2	ENSDARG00000024785.10
ENSDART00000110860.4	ENSDARG00000024785.10
ENSDART00000153506.3	ENSDARG00000024785.10
ENSDART00000013690.9	ENSDARG00000011201.9
ENSDART00000173115.2	ENSDARG00000011201.9
ENSDART00000162953.2	ENSDARG00000099985.2
ENSDART00000091351.6	ENSDARG00000062864.7
ENSDART00000160524.2	ENSDARG00000006621.11
ENSDART00000102335.5	ENSDARG00000006621.11
ENSDART00000154285.2	ENSDARG00000036626.8
ENSDART00000179089.2	ENSDARG00000036626.8
ENSDART00000175147.2	ENSDARG00000036626.8
ENSDART00000087658.6	ENSDARG00000061451.6
ENSDART00000134113.2	ENSDARG00000061451.6
ENSDART00000187503.1	ENSDARG00000061451.6
ENSDART00000065949.8	ENSDARG00000070545.7
ENSDART00000122249.3	ENSDARG00000070545.7
ENSDART00000162149.2	ENSDARG00000070545.7
ENSDART00000077612.6	ENSDARG00000055276.6
ENSDART00000138137.3	ENSDARG00000077412.5
ENSDART00000141065.3	ENSDARG00000095294.3
ENSDART00000134458.3	ENSDARG00000095294.3
ENSDART00000143198.3	ENSDARG00000095294.3
ENSDART00000148211.2	ENSDARG00000095294.3
ENSDART00000135376.3	ENSDARG00000095294.3
ENSDART00000132690.2	ENSDARG00000095294.3
ENSDART00000140599.2	ENSDARG00000053450.8
ENSDART00000178811.2	ENSDARG00000053450.8
ENSDART00000115141.5	ENSDARG00000076030.6
ENSDART00000185564.1	ENSDARG00000076030.6
ENSDART00000038310.8	ENSDARG00000025555.8
ENSDART00000132731.2	ENSDARG00000025555.8
ENSDART00000126084.3	ENSDARG00000089646.3
ENSDART00000043881.7	ENSDARG00000030563.7
ENSDART00000032880.6	ENSDARG00000003938.9
ENSDART00000171431.2	ENSDARG00000100607.2
ENSDART00000162387.2	ENSDARG00000100607.2
ENSDART00000193753.1	ENSDARG00000100607.2
ENSDART00000136221.3	ENSDARG00000020235.14
ENSDART00000150945.2	ENSDARG00000020235.14
ENSDART00000151515.2	ENSDARG00000020235.14
ENSDART00000023039.11	ENSDARG00000020235.14
ENSDART00000129313.4	ENSDARG00000020235.14
ENSDART00000151122.2	ENSDARG00000020235.14
ENSDART00000166623.2	ENSDARG00000020235.14
ENSDART00000157552.2	ENSDARG00000103253.2
ENSDART00000171724.2	ENSDARG00000103253.2
ENSDART00000183054.1	ENSDARG00000103253.2
ENSDART00000019145.8	ENSDARG00000014013.11
ENSDART00000076419.5	ENSDARG00000014013.11
ENSDART00000140203.2	ENSDARG00000093932.3
ENSDART00000124702.3	ENSDARG00000093932.3
ENSDART00000193349.1	ENSDARG00000093932.3
ENSDART00000184079.1	ENSDARG00000093932.3
ENSDART00000151426.3	ENSDARG00000091598.5
ENSDART00000174034.2	ENSDARG00000105788.2
ENSDART00000025853.7	ENSDARG00000016154.7
ENSDART00000052359.7	ENSDARG00000036071.8
ENSDART00000147134.2	ENSDARG00000036071.8
ENSDART00000132253.3	ENSDARG00000026988.9
ENSDART00000186650.1	ENSDARG00000026988.9
ENSDART00000185573.1	ENSDARG00000026988.9
ENSDART00000098009.6	ENSDARG00000026988.9
ENSDART00000077593.6	ENSDARG00000055278.7
ENSDART00000108763.4	ENSDARG00000055278.7
ENSDART00000054228.6	ENSDARG00000037278.6
ENSDART00000138985.3	ENSDARG00000044760.6
ENSDART00000060935.8	ENSDARG00000041565.8
ENSDART00000137926.3	ENSDARG00000041565.8
ENSDART00000140087.3	ENSDARG00000041565.8
ENSDART00000136520.2	ENSDARG00000041565.8
ENSDART00000186312.1	ENSDARG00000041565.8
ENSDART00000041504.6	ENSDARG00000030839.6
ENSDART00000144092.3	ENSDARG00000059474.8
ENSDART00000138210.3	ENSDARG00000059722.6
ENSDART00000083340.5	ENSDARG00000059722.6
ENSDART00000067106.4	ENSDARG00000045634.5
ENSDART00000145039.3	ENSDARG00000061548.7
ENSDART00000141210.2	ENSDARG00000078446.5
ENSDART00000190495.1	ENSDARG00000078446.5
ENSDART00000100234.6	ENSDARG00000069093.6
ENSDART00000091307.6	ENSDARG00000069093.6
ENSDART00000158787.2	ENSDARG00000101778.2
ENSDART00000157629.2	ENSDARG00000101778.2
ENSDART00000169717.2	ENSDARG00000101778.2
ENSDART00000162750.2	ENSDARG00000101778.2
ENSDART00000010177.6	ENSDARG00000007982.7
ENSDART00000193136.1	ENSDARG00000007982.7
ENSDART00000134802.2	ENSDARG00000095345.3
ENSDART00000193783.1	ENSDARG00000095345.3
ENSDART00000059012.7	ENSDARG00000068465.7
ENSDART00000099031.5	ENSDARG00000068465.7
ENSDART00000040434.7	ENSDARG00000034817.7
ENSDART00000168555.2	ENSDARG00000034817.7
ENSDART00000146444.3	ENSDARG00000095083.3
ENSDART00000074027.6	ENSDARG00000095083.3
ENSDART00000086753.7	ENSDARG00000061096.8
ENSDART00000154579.2	ENSDARG00000073926.5
ENSDART00000154686.2	ENSDARG00000073926.5
ENSDART00000115129.5	ENSDARG00000073926.5
ENSDART00000154841.3	ENSDARG00000073926.5
ENSDART00000154219.2	ENSDARG00000073926.5
ENSDART00000154042.3	ENSDARG00000073926.5
ENSDART00000166583.2	ENSDARG00000073926.5
ENSDART00000150110.2	ENSDARG00000092470.5
ENSDART00000148978.3	ENSDARG00000038508.5
ENSDART00000050037.6	ENSDARG00000038508.5
ENSDART00000147226.4	ENSDARG00000003680.12
ENSDART00000123270.4	ENSDARG00000003680.12
ENSDART00000151521.3	ENSDARG00000003680.12
ENSDART00000151192.3	ENSDARG00000003680.12
ENSDART00000183477.1	ENSDARG00000003680.12
ENSDART00000010294.8	ENSDARG00000003680.12
ENSDART00000162517.2	ENSDARG00000003680.12
ENSDART00000150030.3	ENSDARG00000052322.9
ENSDART00000178065.2	ENSDARG00000052322.9
ENSDART00000155899.3	ENSDARG00000018425.9
ENSDART00000114495.4	ENSDARG00000018425.9
ENSDART00000035725.9	ENSDARG00000024681.9
ENSDART00000150430.2	ENSDARG00000024681.9
ENSDART00000004424.10	ENSDARG00000016763.11
ENSDART00000060765.6	ENSDARG00000052958.6
ENSDART00000172377.2	ENSDARG00000052958.6
ENSDART00000102646.4	ENSDARG00000070121.6
ENSDART00000150629.2	ENSDARG00000088214.4
ENSDART00000140632.3	ENSDARG00000062370.8
ENSDART00000134722.3	ENSDARG00000062370.8
ENSDART00000151864.2	ENSDARG00000062370.8
ENSDART00000151980.2	ENSDARG00000062370.8
ENSDART00000090156.5	ENSDARG00000062370.8
ENSDART00000010543.9	ENSDARG00000008490.9
ENSDART00000167257.2	ENSDARG00000008490.9
ENSDART00000003694.7	ENSDARG00000017841.7
ENSDART00000138854.2	ENSDARG00000095502.2
ENSDART00000113120.4	ENSDARG00000079684.5
ENSDART00000174778.2	ENSDARG00000079684.5
ENSDART00000146543.2	ENSDARG00000007990.11
ENSDART00000149768.3	ENSDARG00000061131.9
ENSDART00000176741.2	ENSDARG00000061131.9
ENSDART00000133357.3	ENSDARG00000070203.7
ENSDART00000183828.1	ENSDARG00000070203.7
ENSDART00000162330.2	ENSDARG00000098386.2
ENSDART00000172294.2	ENSDARG00000098386.2
ENSDART00000169689.2	ENSDARG00000098386.2
ENSDART00000162733.2	ENSDARG00000098386.2
ENSDART00000193209.1	ENSDARG00000098386.2
ENSDART00000036928.8	ENSDARG00000010662.10
ENSDART00000018654.9	ENSDARG00000004218.9
ENSDART00000109712.4	ENSDARG00000004218.9
ENSDART00000166866.2	ENSDARG00000102512.2
ENSDART00000168829.2	ENSDARG00000102512.2
ENSDART00000188028.1	ENSDARG00000102512.2
ENSDART00000157902.2	ENSDARG00000102512.2
ENSDART00000190036.1	ENSDARG00000102512.2
ENSDART00000131666.2	ENSDARG00000057334.8
ENSDART00000124189.4	ENSDARG00000057334.8
ENSDART00000158094.2	ENSDARG00000057334.8
ENSDART00000074424.5	ENSDARG00000036125.9
ENSDART00000172938.2	ENSDARG00000036125.9
ENSDART00000100925.5	ENSDARG00000069382.6
ENSDART00000160788.2	ENSDARG00000103614.2
ENSDART00000157467.2	ENSDARG00000103614.2
ENSDART00000128515.3	ENSDARG00000087094.4
ENSDART00000167774.3	ENSDARG00000087094.4
ENSDART00000083967.8	ENSDARG00000059961.8
ENSDART00000101414.4	ENSDARG00000059246.7
ENSDART00000138843.2	ENSDARG00000059246.7
ENSDART00000191857.1	ENSDARG00000059246.7
ENSDART00000156575.2	ENSDARG00000087706.4
ENSDART00000138974.3	ENSDARG00000036993.8
ENSDART00000128510.2	ENSDARG00000036993.8
ENSDART00000150835.2	ENSDARG00000093846.4
ENSDART00000144513.3	ENSDARG00000093846.4
ENSDART00000140263.2	ENSDARG00000061830.6
ENSDART00000088653.4	ENSDARG00000061830.6
ENSDART00000129542.3	ENSDARG00000013293.9
ENSDART00000141718.2	ENSDARG00000073931.6
ENSDART00000112455.4	ENSDARG00000073931.6
ENSDART00000129502.3	ENSDARG00000087756.5
ENSDART00000139465.2	ENSDARG00000026784.9
ENSDART00000142719.3	ENSDARG00000026784.9
ENSDART00000097134.6	ENSDARG00000026784.9
ENSDART00000067537.6	ENSDARG00000038639.6
ENSDART00000143032.2	ENSDARG00000038639.6
ENSDART00000153617.3	ENSDARG00000061762.8
ENSDART00000155039.3	ENSDARG00000061762.8
ENSDART00000088407.6	ENSDARG00000061762.8
ENSDART00000153660.2	ENSDARG00000061762.8
ENSDART00000103868.4	ENSDARG00000070611.4
ENSDART00000173857.2	ENSDARG00000057331.6
ENSDART00000079969.6	ENSDARG00000057331.6
ENSDART00000165333.2	ENSDARG00000098376.2
ENSDART00000171745.2	ENSDARG00000104026.2
ENSDART00000193074.1	ENSDARG00000104026.2
ENSDART00000052305.6	ENSDARG00000104026.2
ENSDART00000132996.2	ENSDARG00000095829.2
ENSDART00000172379.2	ENSDARG00000100670.3
ENSDART00000162194.2	ENSDARG00000100670.3
ENSDART00000014806.5	ENSDARG00000016536.6
ENSDART00000012191.7	ENSDARG00000013117.7
ENSDART00000108782.5	ENSDARG00000074968.5
ENSDART00000124911.4	ENSDARG00000020944.11
ENSDART00000145288.2	ENSDARG00000054978.7
ENSDART00000145063.2	ENSDARG00000054978.7
ENSDART00000132184.3	ENSDARG00000054978.7
ENSDART00000140357.2	ENSDARG00000054978.7
ENSDART00000138075.2	ENSDARG00000054978.7
ENSDART00000138511.3	ENSDARG00000054978.7
ENSDART00000191309.1	ENSDARG00000054978.7
ENSDART00000077251.6	ENSDARG00000054978.7
ENSDART00000109432.4	ENSDARG00000079049.4
ENSDART00000056614.8	ENSDARG00000035066.9
ENSDART00000126915.3	ENSDARG00000035066.9
ENSDART00000165695.2	ENSDARG00000035066.9
ENSDART00000167856.2	ENSDARG00000103774.2
ENSDART00000170208.2	ENSDARG00000103774.2
ENSDART00000161201.2	ENSDARG00000103774.2
ENSDART00000159796.2	ENSDARG00000103774.2
ENSDART00000163013.2	ENSDARG00000103774.2
ENSDART00000066794.4	ENSDARG00000045422.5
ENSDART00000149432.2	ENSDARG00000045422.5
ENSDART00000132284.3	ENSDARG00000003429.9
ENSDART00000137853.2	ENSDARG00000003429.9
ENSDART00000020631.9	ENSDARG00000003429.9
ENSDART00000148277.2	ENSDARG00000003429.9
ENSDART00000146539.2	ENSDARG00000003429.9
ENSDART00000189017.1	ENSDARG00000003429.9
ENSDART00000141373.2	ENSDARG00000095295.2
ENSDART00000188536.1	ENSDARG00000095295.2
ENSDART00000170839.2	ENSDARG00000099931.2
ENSDART00000167219.2	ENSDARG00000099931.2
ENSDART00000185851.1	ENSDARG00000099931.2
ENSDART00000158329.2	ENSDARG00000015653.11
ENSDART00000172850.2	ENSDARG00000015653.11
ENSDART00000169441.2	ENSDARG00000015653.11
ENSDART00000020961.10	ENSDARG00000015653.11
ENSDART00000163039.3	ENSDARG00000052556.8
ENSDART00000185925.1	ENSDARG00000052556.8
ENSDART00000145174.2	ENSDARG00000076914.6
ENSDART00000114860.5	ENSDARG00000076914.6
ENSDART00000067151.6	ENSDARG00000045669.7
ENSDART00000137200.2	ENSDARG00000045669.7
ENSDART00000141635.2	ENSDARG00000092122.2
ENSDART00000133295.3	ENSDARG00000089831.5
ENSDART00000124872.3	ENSDARG00000089831.5
ENSDART00000184685.1	ENSDARG00000089831.5
ENSDART00000189361.1	ENSDARG00000089831.5
ENSDART00000067031.5	ENSDARG00000045589.5
ENSDART00000130035.3	ENSDARG00000022410.10
ENSDART00000145887.2	ENSDARG00000022410.10
ENSDART00000134343.3	ENSDARG00000022410.10
ENSDART00000034829.9	ENSDARG00000022410.10
ENSDART00000148798.3	ENSDARG00000044415.10
ENSDART00000149758.2	ENSDARG00000044415.10
ENSDART00000138356.2	ENSDARG00000003940.11
ENSDART00000144556.2	ENSDARG00000003940.11
ENSDART00000007271.8	ENSDARG00000003940.11
ENSDART00000131080.3	ENSDARG00000033726.7
ENSDART00000182446.1	ENSDARG00000033726.7
ENSDART00000050000.3	ENSDARG00000033726.7
ENSDART00000150141.2	ENSDARG00000079425.5
ENSDART00000155293.3	ENSDARG00000040479.7
ENSDART00000059245.6	ENSDARG00000040479.7
ENSDART00000154066.2	ENSDARG00000079783.5
ENSDART00000111321.4	ENSDARG00000079932.5
ENSDART00000131135.3	ENSDARG00000079932.5
ENSDART00000038273.6	ENSDARG00000028058.6
ENSDART00000180847.1	ENSDARG00000028058.6
ENSDART00000191675.1	ENSDARG00000028058.6
ENSDART00000171200.2	ENSDARG00000100265.2
ENSDART00000085894.5	ENSDARG00000060745.5
ENSDART00000121432.3	ENSDARG00000052960.7
ENSDART00000142647.2	ENSDARG00000076548.5
ENSDART00000046784.5	ENSDARG00000033567.5
ENSDART00000147751.2	ENSDARG00000095051.2
ENSDART00000183536.1	ENSDARG00000095051.2
ENSDART00000142714.3	ENSDARG00000091558.6
